Revista;Publisher;DOI;Proprietary Identifier;Print ISSN;Online ISSN;10-2018;11-2018;12-2018;01-2019;02-2019;03-2019;Archivo;Usuario;Recurso
Contraception;Elsevier; ;CON;0010-7824;1879-0518;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cortex;Elsevier; ;CORTEX;0010-9452;1973-8102;0;1;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cretaceous Research;Elsevier; ;YCRES;0195-6671;1095-998X;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Biotechnology;Elsevier; ;COBIOT;0958-1669;1879-0429;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Immunology;Elsevier; ;COIMMU;0952-7915;1879-0372;1;0;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Problems in Pediatric and Adolescent Health Care;Elsevier; ;YMPS;1538-5442;1538-3199;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cytotherapy;Elsevier; ;JCYT;1465-3249;1477-2566;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Dendrochronologia;Elsevier; ;DENDRO;1125-7865;1612-0051;1;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Diagnostic and Interventional Imaging;Elsevier; ;DIII;2211-5684;;0;1;3;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Dynamics of Atmospheres and Oceans;Elsevier; ;DYNAT;0377-0265;;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
e-SPEN, the European e-Journal of Clinical Nutrition and Metabolism;Elsevier; ;CLNESP;1751-4991;1751-4991;0;0;3;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Economic Modelling;Elsevier; ;ECMODE;0264-9993;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Economics & Human Biology;Elsevier; ;EHB;1570-677X;1873-6130;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Economics Letters;Elsevier; ;ECOLET;0165-1765;;0;2;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Egyptian Journal of Anaesthesia;Elsevier; ;EGJA;1110-1849;1687-1804;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Egyptian Journal of Medical Human Genetics;Elsevier; ;EJMHG;1110-8630;2090-2441;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
EMC - Pediatría;Elsevier; ;;1245-1789;;0;27;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Endocrinología y Nutrición (English Edition);Elsevier; ;ENDIEN;2173-5093;2173-5093;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Energy and Buildings;Elsevier; ;ENB;0378-7788;;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Energy Economics;Elsevier; ;ENEECO;0140-9883;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Integrative Medicine;Elsevier; ;EUJIM;1876-3820;1876-3839;0;0;15;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Pharmaceutical Sciences;Elsevier; ;PHASCI;0928-0987;1879-0720;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Vascular and Endovascular Surgery;Elsevier; ;YEJVS;1078-5884;1532-2165;0;5;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Neuropsychopharmacology;Elsevier; ;NEUPSY;0924-977X;1873-7862;0;3;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Urology;Elsevier; ;EURURO;0302-2838;1873-7560;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Experimental and Toxicologic Pathology;Elsevier; ;;0940-2993;1618-1433;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Experimental Cell Research;Elsevier; ;YEXCR;0014-4827;1090-2422;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Experimental Eye Research;Elsevier; ;YEXER;0014-4835;1096-0007;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
EXPLORE;Elsevier; ;JSCH;1550-8307;1878-7541;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Food and Waterborne Parasitology;Elsevier; ;FAWPAR;2405-6766;2405-6766;2;0;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Food Science and Human Wellness;Elsevier; ;FSHW;2213-4530;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Formosan Journal of Surgery;Elsevier; ;FJS;1682-606X;2213-5413;0;5;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Frontiers in Laboratory Medicine;Elsevier; ;FLM;2542-3649;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Gastroenterología y Hepatología;Elsevier; ;GASTRO;0210-5705;1578-9519;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Geochimica et Cosmochimica Acta;Elsevier; ;GCA;0016-7037;;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Hematology, Transfusion and Cell Therapy;Elsevier; ;HTCT;2531-1379;2531-1387;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
IDCases;Elsevier; ;IDCR;2214-2509;2214-2509;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
IERI Procedia;Elsevier; ;IERI;2212-6678;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Infrared Physics & Technology;Elsevier; ;INFPHY;1350-4495;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Intellectual Economics;Elsevier; ;INTELE;1822-8011;;0;0;3;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal for Parasitology: Drugs and Drug Resistance;Elsevier; ;IJPDDR;2211-3207;;0;0;8;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Law and Psychiatry;Elsevier; ;IJLP;0160-2527;1873-6386;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Mycobacteriology;Elsevier; ;IJMYCO;2212-5531;2212-554X;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Oral and Maxillofacial Surgery;Elsevier; ;YIJOM;0901-5027;1399-0020;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Pharmaceutics;Elsevier; ;IJP;0378-5173;1873-3476;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Surgery Open;Elsevier; ;IJSO;2405-8572;2405-8572;2;0;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
JACC: Heart Failure;Elsevier; ;JCHF;2213-1779;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Acupuncture and Meridian Studies;Elsevier; ;JAMS;2005-2901;2093-8152;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Adolescent Health;Elsevier; ;JAH;1054-139X;1879-1972;0;7;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Advanced Research;Elsevier; ;JARE;2090-1232;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Allergy and Clinical Immunology;Elsevier; ;YMAI;0091-6749;1097-6825;0;1;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Anthropological Archaeology;Elsevier; ;YJAAR;0278-4165;1090-2686;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Asia-Pacific Biodiversity;Elsevier; ;JAPB;2287-884X;2287-9544;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Asia-Pacific Entomology;Elsevier; ;ASPEN;1226-8615;;0;0;5;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Chemical Neuroanatomy;Elsevier; ;CHENEU;0891-0618;1873-6300;6;0;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases;Elsevier; ;JCTUBE;2405-5794;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Computational and Applied Mathematics;Elsevier; ;CAM;0377-0427;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Critical Care;Elsevier; ;YJCRC;0883-9441;1557-8615;0;0;6;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Electroanalytical Chemistry;Elsevier; ;JEAC;1572-6657;;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Energy Storage;Elsevier; ;EST;2352-152X;;0;6;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Exotic Pet Medicine;Elsevier; ;JEPM;1557-5063;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Ginseng Research;Elsevier; ;JGR;1226-8453;;0;7;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Industrial Information Integration;Elsevier; ;JII;2452-414X;;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Invertebrate Pathology;Elsevier; ;YJIPA;0022-2011;1096-0805;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Investigative Dermatology;Elsevier; ;JID;0022-202X;1523-1747;0;4;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of King Saud University - Science;Elsevier; ;JKSUS;1018-3647;;0;4;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Molecular Catalysis B: Enzymatic;Elsevier; ;;1381-1177;1873-3158;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Network and Computer Applications;Elsevier; ;YJNCA;1084-8045;1095-8592;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Nutrition & Intermediary Metabolism;Elsevier; ;JNIM;2352-3859;2352-3859;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Obsessive-Compulsive and Related Disorders;Elsevier; ;JOCRD;2211-3649;2211-3657;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Oncological Sciences;Elsevier; ;JONS;2452-3364;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Pediatric Urology;Elsevier; ;JPUROL;1477-5131;1873-4898;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of PeriAnesthesia Nursing;Elsevier; ;YJPAN;1089-9472;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Phonetics;Elsevier; ;YJPHO;0095-4470;;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Surgical Education;Elsevier; ;JSURG;1931-7204;1878-7452;0;0;3;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Surgical Research;Elsevier; ;YJSRE;0022-4804;1095-8673;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Taibah University for Science;Elsevier; ;JTUSCI;1658-3655;1658-3655;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the American College of Cardiology;Elsevier; ;JAC;0735-1097;1558-3597;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the American College of Radiology;Elsevier; ;JACR;1546-1440;1558-349X;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the American Medical Directors Association;Elsevier; ;JMDA;1525-8610;1538-9375;0;1;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the Egyptian Society of Cardio-Thoracic Surgery;Elsevier; ;JESCTS;1110-578X;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the Korean Statistical Society;Elsevier; ;JKSS;1226-3192;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the Mechanical Behavior of Biomedical Materials;Elsevier; ;JMBBM;1751-6161;1878-0180;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the Mechanics and Physics of Solids;Elsevier; ;MPS;0022-5096;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of the Saudi Society of Agricultural Sciences;Elsevier; ;JSSAS;1658-077X;;0;3;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Thoracic Oncology;Elsevier; ;JTHO;1556-0864;1556-1380;0;7;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Transport & Health;Elsevier; ;JTH;2214-1405;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Voice;Elsevier; ;YMVJ;0892-1997;1873-4588;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Water Process Engineering;Elsevier; ;JWPE;2214-7144;2214-7144;0;3;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Web Semantics;Elsevier; ;WEBSEM;1570-8268;;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Limnologica;Elsevier; ;LIMNO;0075-9511;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Magnetic Resonance Imaging;Elsevier; ;MRI;0730-725X;1873-5894;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Materials Research Bulletin;Elsevier; ;MRB;0025-5408;;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Medicina Intensiva (English Edition);Elsevier; ;MEDINE;2173-5727;;0;1;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Metabolic Engineering Communications;Elsevier; ;MEC;2214-0301;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Methods in Oceanography;Elsevier; ;MIO;2211-1220;;2;0;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
MethodsX;Elsevier; ;MEX;2215-0161;2215-0161;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Middle East Fertility Society Journal;Elsevier; ;MEFS;1110-5690;2090-3251;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Molecular and Cellular Endocrinology;Elsevier; ;MCE;0303-7207;1872-8057;0;11;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Nanomedicine: Nanotechnology, Biology and Medicine;Elsevier; ;NANO;1549-9634;1549-9642;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Natureza & Conservação;Elsevier; ;PECON;1679-0073;;0;2;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Nefrología Latinoamericana;Elsevier; ;NEFROL;2444-9032;2444-9032;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neurocirugía (English Edition);Elsevier; ;NEUCIE;2529-8496;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neurologia i Neurochirurgia Polska;Elsevier; ;PJNNS;0028-3843;1897-4260;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neuroscience;Elsevier; ;NSC;0306-4522;1873-7544;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neuroscience Research;Elsevier; ;NSR;0168-0102;1872-8111;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
NJAS - Wageningen Journal of Life Sciences;Elsevier; ;NJAS;1573-5214;2212-1307;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Ocean Modelling;Elsevier; ;OCEMOD;1463-5003;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Omega;Elsevier; ;OME;0305-0483;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Operative Techniques in Thoracic and Cardiovascular Surgery;Elsevier; ;YOTCT;1522-2942;1532-8627;0;4;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Ophthalmology Retina;Elsevier; ;ORET;2468-6530;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Parasite Epidemiology and Control;Elsevier; ;PAREPI;2405-6731;2405-6731;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Pattern Recognition Letters;Elsevier; ;PATREC;0167-8655;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Peptides;Elsevier; ;PEP;0196-9781;1873-5169;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Personalized Medicine in Psychiatry;Elsevier; ;PMIP;2468-1717;;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
PM&R;Elsevier; ;PMRJ;1934-1482;;0;16;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Progress in Cardiovascular Diseases;Elsevier; ;YPCAD;0033-0620;1873-1740;0;2;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Protist;Elsevier; ;PROTIS;1434-4610;1618-0941;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Psiquiatría Biológica;Elsevier; ;PSIQ;1134-5934;1578-8962;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Psychology of Sport and Exercise;Elsevier; ;PSYSPO;1469-0292;;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Radiography;Elsevier; ;YRADI;1078-8174;1532-2831;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Redox Biology;Elsevier; ;REDOX;2213-2317;2213-2317;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Reproductive BioMedicine Online;Elsevier; ;RBMO;1472-6483;1472-6491;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Research in Autism Spectrum Disorders;Elsevier; ;RASD;1750-9467;1878-0237;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Brasileira de Hematologia e Hemoterapia;Elsevier; ;HTCT;1516-8484;1806-0870;0;1;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Chilena de Radiología;Elsevier; ;RCHIRA;0717-201X;0717-9308;0;0;3;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista de Gastroenterología de México (English Edition);Elsevier; ;RGMXEN;2255-534X;;0;3;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Española de Anestesiología y Reanimación;Elsevier; ;REDAR;0034-9356;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Española de Anestesiología y Reanimación (English Edition);Elsevier; ;REDARE;2341-1929;;0;0;4;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Iberoamericana de Automática e Informática Industrial RIAI;Elsevier; ;RIAI;1697-7912;1697-7920;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Iberoamericana de Psicología y Salud;Elsevier; ;RIPS;2171-2069;1989-9246;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Médica del Hospital General de México;Elsevier; ;HGMX;0185-1063;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Mexicana de Urología;Elsevier; ;UROMX;2007-4085;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Portuguesa de Estomatologia, Medicina Dentária e Cirurgia Maxilofacial;Elsevier; ;RPEMD;1646-2890;1647-6700;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revue Neurologique;Elsevier; ;NEUROL;0035-3787;;0;1;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Safety and Health at Work;Elsevier; ;SHAW;2093-7911;2093-7997;0;0;1;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Saudi Pharmaceutical Journal;Elsevier; ;SPJ;1319-0164;;0;2;0;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Science & Sports;Elsevier; ;SCISPO;0765-1597;1778-4131;0;0;2;0;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
